CosMx™ Human Universal Cell Characterization Panel  - Gene and Probe Details,,,,,,
Display Name,Gene Symbol(s),Gene Name(s),Alias(es),Panel Type,,CodeClass
RXRA,RXRA,retinoid X receptor alpha,"retinoid X receptor, alpha; nuclear receptor subfamily 2 group B member 1; NR2B1,RXRalpha,RXR-alpha",Core,,
RXRB,RXRB,retinoid X receptor beta,"retinoid X receptor, beta; NR2B2,H-2RIIBP,RCoR-1,RXRbeta,RXR-beta; nuclear receptor subfamily 2 group B member 2",Core,,
RYK,RYK,receptor like tyrosine kinase,"JTK5A protein tyrosine kinase,RYK receptor-like tyrosine kinase; D3S3195,RYK1,JTK5",Core,,
RYR2,RYR2,ryanodine receptor 2,"ARVC2,VTSIP; arrhythmogenic right ventricular dysplasia 2,ryanodine receptor 2 (cardiac)",Core,,
S100A10,S100A10,S100 calcium binding protein A10,"S100 calcium-binding protein A10 (annexin II ligand, calpactin I, light polypeptide (p11)); P11,42C,CLP11; annexin II tetramer (AIIt) p11 subunit,calpactin I",Core,,
S100A2,S100A2,S100 calcium binding protein A2,S100 calcium-binding protein A2; CAN19,Core,,
S100A4,S100A4,S100 calcium binding protein A4,"fibroblast-specific protein-1,calvasculin,murine placental homolog; P9KA,18A2,PEL98,42A,FSP1; metastasin 1,calcium placental protein,S100 calcium-binding protein A4 (calcium protein, calvasculin, metastasin, murine placental homolog)",Core,,
S100A6,S100A6,S100 calcium binding protein A6,"2A9,PRA,CABP; calcyclin,S100 calcium-binding protein A6 (calcyclin)",Core,,
S100A8,S100A8,S100 calcium binding protein A8,"Migration inhibitory factor-related protein 8,Calprotectin L1L subunit,Leukocyte L1 complex light chain; P8,MRP8,MRP-8,60B8AG,CGLA,S100-A8; calgranulin A,cystic fibrosis antigen",Core,,
S100A9,S100A9,S100 calcium binding protein A9,"P14,MIF,NIF,LIAG,MRP14,MAC387,60B8AG,CGLB,MRP-14,S100-A9; calgranulin B,S100 calcium-binding protein A9 (calgranulin B); Calprotectin L1H subunit,Leukocyte L1 complex heavy chain,Migration inhibitory factor-related protein 14",Core,,
S100B,S100B,S100 calcium binding protein B,"S100 calcium binding protein, beta (neural); S100beta",Core,,
S100P,S100P,S100 calcium binding protein P,S100 calcium-binding protein P,Core,,
SAA1/2,SAA1 | SAA2 | SAA2-SAA4,serum amyloid A1 | serum amyloid A2 | SAA2-SAA4 readthrough,"PIG4,TP53I4 |  | ",Core,,
SAT1,SAT1,spermidine/spermine N1-acetyltransferase 1,SSAT; spermidine/spermine N1-acetyltransferase; diamine N-acetyltransferase 1,Core,,
SCG5,ARHGAP11A-SCG5 | SCG5, | secretogranin V," | secretory granule, neuroendocrine protein 1 (7B2 protein); prohormone convertase chaperone; 7B2,SgV",Core,,
SCGB3A1,SCGB3A1,secretoglobin family 3A member 1,"cytokine high in normal-1,pneumo secretory protein 2; UGRP2,HIN-1,HIN1,LU105,PnSP-2",Core,,
SEC23A,SEC23A,"SEC23 homolog A, COPII coat complex component","Sec23 (S. cerevisiae) homolog A,Sec23 homolog A (S. cerevisiae),Sec23 homolog A, COPII coat complex component",Core,,
SEC61G,SEC61G,SEC61 translocon subunit gamma,Sec61 gamma subunit; SSS1,Core,,
SELENOP,SELENOP,selenoprotein P,"SeP,SELP,SEPP; selenoprotein P, plasma, 1",Core,,
SELL,SELL,selectin L,"LSEL,LAM1,LAM-1,hLHRc,Leu-8,Lyam-1,PLNHR,CD62L; lymphocyte adhesion molecule 1",Core,,
SELPLG,SELPLG,selectin P ligand,"PSGL-1,CD162",Core,,
SERPINA1,SERPINA1,serpin family A member 1,"protease inhibitor 1,anti-elastase,alpha-1 antitrypsin,alpha-1 proteinase inhibitor; AAT,A1A,PI1,alpha-1-antitrypsin,A1AT,alpha1AT; serine (or cysteine) proteinase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 1,serpin peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 1",Core,,
SERPINA3,SERPINA3,serpin family A member 3,"alpha-1-antichymotrypsin,serine (or cysteine) proteinase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 3,serpin peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 3; ACT; alpha-1 antichymotrypsin",Core,,
SERPINB5,SERPINB5,serpin family B member 5,"protease inhibitor 5 (maspin); maspin; serine (or cysteine) proteinase inhibitor, clade B (ovalbumin), member 5,serpin peptidase inhibitor, clade B (ovalbumin), member 5",Core,,
SERPINH1,SERPINH1,serpin family H member 1,"collagen binding protein 1,colligin,heat shock protein 47; serine (or cysteine) proteinase inhibitor, clade H (heat shock protein 47), member 2,serine (or cysteine) proteinase inhibitor, clade H (heat shock protein 47), member 1, (collagen binding protein 1),serpin peptidase inhibitor, clade H (heat shock protein 47), member 1, (collagen binding protein 1); HSP47",Core,,
SFN,SFN,stratifin,YWHAS; 14-3-3 sigma,Core,,
SH3BGRL3,SH3BGRL3,SH3 domain binding glutamate rich protein like 3,SH3 domain binding glutamic acid-rich protein like 3,Core,,
SIGIRR,SIGIRR,single Ig and TIR domain containing,"TIR8,IL-1R8; single immunoglobulin domain IL1R1 related; single immunoglobulin and toll-interleukin 1 receptor (TIR) domain",Core,,
SLA,SLA,Src like adaptor,"SLA1,SLAP-1,hSLAP,SLAP; Src-like-adapter,Src-like-adaptor",Add-On,,
SLC2A1,SLC2A1,solute carrier family 2 member 1,"DYT18,DYT9,GLUT-1; human T-cell leukemia virus (I and II) receptor,choreoathetosis/spasticity, episodic (paroxysmal choreoathetosis/spasticity),solute carrier family 2 (facilitated glucose transporter), member 1; dystonia gene 18,dystonia gene 9",Core,,
SLC40A1,SLC40A1,solute carrier family 40 member 1,"ferroportin 1; MTP1,IREG1,FPN1,HFE4; solute carrier family 11 (proton-coupled divalent metal ion transporters), member 3,solute carrier family 40 (iron-regulated transporter), member 1",Core,,
SLCO2B1,SLCO2B1,solute carrier organic anion transporter family member 2B1,"solute carrier family 21 (organic anion transporter), member 9,solute carrier organic anion transporter family, member 2B1; OATP-B,OATP2B1",Add-On,,
SLPI,SLPI,secretory leukocyte peptidase inhibitor,"secretory leukocyte protease inhibitor (antileukoproteinase); HUSI-I,ALK1,ALP,BLPI,HUSI,WAP4,WFDC4; antileukoproteinase",Core,,
SMAD2,SMAD2,SMAD family member 2,"MADR2,JV18-1; MAD, mothers against decapentaplegic homolog 2 (Drosophila),SMAD, mothers against DPP homolog 2 (Drosophila)",Core,,
SMAD3,SMAD3,SMAD family member 3,"JV15-2,HsT17436; MAD, mothers against decapentaplegic homolog 3 (Drosophila),SMAD, mothers against DPP homolog 3 (Drosophila)",Core,,
SMAD4,SMAD4,SMAD family member 4,"MAD, mothers against decapentaplegic homolog 4 (Drosophila),SMAD, mothers against DPP homolog 4 (Drosophila); DPC4",Core,,
SMARCB1,SMARCB1,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily b, member 1","sucrose nonfermenting, yeast, homolog-like 1,integrase interactor 1,malignant rhabdoid tumor suppressor,protein phosphatase 1, regulatory subunit 144; BAF47,Ini1,INI-1,Snr1,hSNFS,Sfh1p,RDT,PPP1R144,SNF5",Core,,
SMO,SMO,"smoothened, frizzled class receptor","FZD11; frizzled family member 11; smoothened (Drosophila) homolog,smoothened homolog (Drosophila),smoothened, seven transmembrane spanning receptor,smoothened, frizzled family receptor",Core,,
SNAI1,SNAI1,snail family transcriptional repressor 1,"SNA,SLUGH2,SNAH,SNAIL1,SNAIL; snail 1 (drosophila homolog), zinc finger protein,snail homolog 1 (Drosophila),snail family zinc finger 1",Core,,
SNAI2,SNAI2,snail family transcriptional repressor 2,"SLUGH1,SNAIL2,SLUGH; slug homolog, zinc finger protein (chicken),snail homolog 2 (Drosophila),snail family zinc finger 2",Core,,
SOD1,SOD1,superoxide dismutase 1,"IPOA; amyotrophic lateral sclerosis 1 (adult),superoxide dismutase 1, soluble",Core,,
SOD2,SOD2,superoxide dismutase 2,"gastric cancer–associated lncRNA 1,manganese superoxide dismutase; GClnc1,MnSOD,IPOB,GC1; superoxide dismutase 2, mitochondrial",Core,,
SORBS1,SORBS1,sorbin and SH3 domain containing 1,"SH3-domain protein 5 (ponsin); c-Cbl-associated protein; FLJ12406,CAP,sh3p12,ponsin,KIAA1296",Core,,
SOSTDC1,SOSTDC1,sclerostin domain containing 1,"ectodin,wise; DKFZp564D206,USAG1,DAND7",Core,,
SOX2,SOX2,SRY-box transcription factor 2,"SRY (sex determining region Y)-box 2,SRY-box 2",Core,,
SOX4,SOX4,SRY-box transcription factor 4,"SRY (sex determining region Y)-box 4,SRY-box 4",Core,,
SOX9,SOX9,SRY-box transcription factor 9,"campomelic dysplasia, autosomal sex-reversal,SRY (sex determining region Y)-box 9,SRY-box 9; SRA1",Core,,
SPARCL1,SPARCL1,SPARC like 1,"MAST9; hevin; SPARC-like 1 (mast9, hevin)",Core,,
SPINK1,SPINK1,serine peptidase inhibitor Kazal type 1,"serine protease inhibitor, Kazal type 1; Spink3,PCTT,PSTI,TATI",Core,,
SPOCK2,SPOCK2,"SPARC (osteonectin), cwcv and kazal like domains proteoglycan 2","KIAA0275,testican-2; sparc/osteonectin, cwcv and kazal-like domains proteoglycan (testican) 2,SPARC/osteonectin, cwcv and kazal like domains proteoglycan 2",Core,,
SPP1,SPP1,secreted phosphoprotein 1,"osteopontin,bone sialoprotein I; early T-lymphocyte activation 1; BSPI,ETA-1",Core,,
SPRY2,SPRY2,sprouty RTK signaling antagonist 2,"sprouty (Drosophila) homolog 2,sprouty homolog 2 (Drosophila); hSPRY2",Core,,
SPRY4,SPRY4,sprouty RTK signaling antagonist 4,sprouty homolog 4 (Drosophila),Core,,
SQLE,SQLE,squalene epoxidase,squalene monooxygenase,Add-On,,
SQSTM1,SQSTM1,sequestosome 1,"autophagy receptor p62; p62,p60,p62B,A170; Paget disease of bone 3,oxidative stress induced like",Core,,
SRC,SRC,"SRC proto-oncogene, non-receptor tyrosine kinase","ASV,c-src; v-src avian sarcoma (Schmidt-Ruppin A-2) viral oncogene homolog",Core,,
SREBF1,SREBF1,sterol regulatory element binding transcription factor 1,"Sterol regulatory element-binding protein 1; SREBP1,bHLHd1,SREBP-1c,SREBP1a",Core,,
SRGN,SRGN,serglycin,"serglycin proteoglycan; proteoglycan 1, secretory granule; PPG",Core,,
SRSF2,SRSF2,serine and arginine rich splicing factor 2,"splicing factor, arginine/serine-rich 2,serine/arginine-rich splicing factor 2; SC-35,SC35,PR264,SFRS2A; SR splicing factor 2",Add-On,,
SST,SST,somatostatin,"SMST,SST1; somatostatin-14,somatostatin-28,prepro-somatostatin",Core,,
ST6GAL1,ST6GAL1,"ST6 beta-galactoside alpha-2,6-sialyltransferase 1","ST6Gal I; sialyltransferase 1 (beta-galactoside alpha-2,6-sialytransferase),ST6 beta-galactosamide alpha-2,6-sialyltranferase 1,ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 1; CDw75",Core,,
ST6GALNAC3,ST6GALNAC3,"ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 3","ST6GALNAC III; sialyltransferase 7 ((alpha-N-acetylneuraminyl-2,3-beta-galactosyl-1,3)-N-acetyl galactosaminide alpha-2,6-sialyltransferase) C,ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 3,ST6 GalNAc alpha-2,6-sialyltransferase 3",Core,,
STAT1,STAT1,signal transducer and activator of transcription 1,"transcription factor ISGF-3 components p91/p84; STAT91,ISGF-3; signal transducer and activator of transcription 1, 91kD,signal transducer and activator of transcription 1, 91kDa",Core,,
STAT3,STAT3,signal transducer and activator of transcription 3,APRF; signal transducer and activator of transcription 3 (acute-phase response factor),Core,,
STAT4,STAT4,signal transducer and activator of transcription 4,,Core,,
STAT5A,STAT5A,signal transducer and activator of transcription 5A,MGF,Core,,
STAT5B,STAT5B,signal transducer and activator of transcription 5B,,Core,,
STAT6,STAT6,signal transducer and activator of transcription 6,"signal transducer and activator of transcription 6, interleukin-4 induced; D12S1644,IL-4-STAT",Core,,
STMN1,STMN1,stathmin 1,"oncoprotein 18; chromosome 1 open reading frame 215,stathmin 1/oncoprotein 18; SMN,OP18,PR22,PP19,PP17,Lag,FLJ32206",Core,,
SYK,SYK,spleen associated tyrosine kinase,spleen tyrosine kinase,Core,,
TACSTD2,TACSTD2,tumor associated calcium signal transducer 2,"membrane component chromosome 1 surface marker 1; TROP2,GA733-1,EGP-1; epithelial glycoprotein-1,trophoblast cell surface antigen 2",Core,,
TAGLN,TAGLN,transgelin,"SM22,WS3-10,TAGLN1,SMCC,DKFZp686P11128; SM22-alpha",Core,,
TAP1,TAP1,"transporter 1, ATP binding cassette subfamily B member","PSF1,RING4,D6S114E; transporter 1, ATP-binding cassette, sub-family B (MDR/TAP)",Core,,
TAP2,TAP2,"transporter 2, ATP binding cassette subfamily B member","PSF2,RING11,D6S217E; transporter 2, ATP-binding cassette, sub-family B (MDR/TAP)",Core,,
TBX21,TBX21,T-box transcription factor 21,"TBLYM,T-bet; T-box 21",Core,,
TCAP,TCAP,titin-cap,"19 kDa sarcomeric protein,teneurin C-terminal associated peptide; T-cap,TELE,telethonin,CMD1N; limb girdle muscular dystrophy 2G (autosomal recessive),titin-cap (telethonin)",Core,,
TCF7,TCF7,transcription factor 7,"transcription factor 7 (T-cell specific, HMG-box); TCF-1; T-cell-factor-7",Core,,
TCL1A,TCL1A,TCL1 family AKT coactivator A,TCL1; T cell leukemia/lymphoma 1A,Core,,
TEK,TEK,TEK receptor tyrosine kinase,"TIE2,TIE-2,VMCM1,CD202b; angiopoietin-1 receptor; venous malformations, multiple cutaneous and mucosal,TEK tyrosine kinase, endothelial",Core,,
TFEB,TFEB,transcription factor EB,"TCFEB,bHLHe35",Core,,
TGFB1,TGFB1,transforming growth factor beta 1,"CED,TGFbeta; transforming growth factor, beta 1; Camurati-Engelmann disease,prepro-transforming growth factor beta-1,Diaphyseal dysplasia 1, progressive",Core,,
TGFB2,TGFB2,transforming growth factor beta 2,"transforming growth factor, beta 2; prepro-transforming growth factor beta-2",Core,,
TGFB3,TGFB3,transforming growth factor beta 3,"prepro-transforming growth factor beta-3; arrhythmogenic right ventricular dysplasia 1,transforming growth factor, beta 3",Core,,
TGFBI,TGFBI,transforming growth factor beta induced,"transforming growth factor, beta-induced, 68kD,transforming growth factor, beta-induced, 68kDa; BIGH3,CDB1,CDGG1",Add-On,,
TGFBR1,TGFBR1,transforming growth factor beta receptor 1,"multiple self-healing squamous epithelioma,transforming growth factor beta receptor I; activin A receptor type II-like kinase, 53kDa; ALK-5,ACVRLK4,ALK5,TBRI,TBR-i",Core,,
TGFBR2,TGFBR2,transforming growth factor beta receptor 2,"transforming growth factor, beta receptor II (70/80kDa),transforming growth factor beta receptor II; TBRII,TBR-ii",Core,,
THBS1,THBS1,thrombospondin 1,"TSP1,THBS,TSP,THBS-1,TSP-1; thrombospondin-1p180",Core,,
THBS2,THBS2,thrombospondin 2,TSP2,Core,,
THSD4,THSD4,thrombospondin type 1 domain containing 4,"FVSY9334,PRO34005,FLJ13710,ADAMTSL6",Core,,
TIE1,TIE1,tyrosine kinase with immunoglobulin like and EGF like domains 1,"tyrosine kinase with immunoglobulin and epidermal growth factor homology domains 1,tyrosine kinase with immunoglobulin-like and EGF-like domains 1; JTK14",Core,,
TIGIT,TIGIT,T cell immunoreceptor with Ig and ITIM domains,"VSIG9, VSTM3; FLJ39873,DKFZp667A205",Core,,
TIMP1,TIMP1,TIMP metallopeptidase inhibitor 1,"tissue inhibitor of metalloproteinase 1 (erythroid potentiating activity, collagenase inhibitor); EPO",Core,,
TLR1,TLR1,toll like receptor 1,"rsc786,KIAA0012,CD281; toll-like receptor 1",Core,,
TLR2,TLR2,toll like receptor 2,"TIL4,CD282; toll-like receptor 2",Core,,
TLR3,TLR3,toll like receptor 3,toll-like receptor 3; CD283,Core,,
TLR4,TLR4,toll like receptor 4,"hToll,CD284,TLR-4,ARMD10; toll-like receptor 4",Core,,
TLR5,TLR5,toll like receptor 5,"TIL3,FLJ10052,MGC126430,MGC126431; Toll/interleukin-1 receptor-like protein 3; systemic lupus erythematosus susceptibility 1,toll-like receptor 5",Core,,
TLR7,TLR7,toll like receptor 7,toll-like receptor 7,Core,,
TLR8,TLR8,toll like receptor 8,"toll-like receptor 8; CD288,hTLR8",Core,,
TM4SF1,TM4SF1,transmembrane 4 L six family member 1,L6; transmembrane 4 superfamily member 1,Core,,
TNF,TNF,tumor necrosis factor,"TNF superfamily, member 2; TNFSF2,DIF,TNF-alpha; tumor necrosis factor (TNF superfamily, member 2)",Core,,
TNFAIP6,TNFAIP6,TNF alpha induced protein 6,"TSG6,TSG-6; tumor necrosis factor, alpha-induced protein 6",Core,,
TNFRSF10A,TNFRSF10A,TNF receptor superfamily member 10a,"DR4,Apo2,TRAILR-1,CD261,TRAILR1; tumor necrosis factor receptor superfamily, member 10a",Core,,
TNFRSF10B,TNFRSF10B,TNF receptor superfamily member 10b,"tumor necrosis factor receptor superfamily, member 10b; DR5,KILLER,TRICK2A,TRAIL-R2,TRICKB,CD262,TRAILR2",Core,,
TNFRSF10D,TNFRSF10D,TNF receptor superfamily member 10d,"DcR2,TRUNDD,TRAILR4,CD264; tumor necrosis factor receptor superfamily, member 10d, decoy with truncated death domain",Core,,
TNFRSF11A,TNFRSF11A,TNF receptor superfamily member 11a,"osteoclast differentiation factor receptor,receptor activator of nuclear factor kappa B,familial expansile osteolysis,TRANCE receptor; tumor necrosis factor receptor superfamily, member 11a, activator of NFKB,Paget disease of bone 2,loss of heterozygosity, 18, chromosomal region 1,tumor necrosis factor receptor superfamily, member 11a, NFKB activator; RANK,CD265,FEO,ODFR,TRANCE-R",Core,,
TNFRSF11B,TNFRSF11B,TNF receptor superfamily member 11b,"osteoprotegerin,tumor necrosis factor receptor superfamily, member 11b; osteoclastogenesis inhibitory factor; OCIF,TR1",Core,,
TNFRSF12A,TNFRSF12A,TNF receptor superfamily member 12A,"FN14,TweakR,CD266; tumor necrosis factor receptor superfamily, member 12A",Core,,
TNFRSF13B,TNFRSF13B,TNF receptor superfamily member 13B,"tumor necrosis factor receptor superfamily, member 13B; TACI,CD267,IGAD2",Core,,
TNFRSF14,TNFRSF14,TNF receptor superfamily member 14,"tumor necrosis factor receptor superfamily, member 14 (herpesvirus entry mediator),tumor necrosis factor receptor superfamily, member 14; herpesvirus entry mediator; HVEM,ATAR,TR2,LIGHTR,HVEA,CD270",Core,,
TNFRSF17,TNFRSF17,TNF receptor superfamily member 17,"BCM,CD269,TNFRSF13A; tumor necrosis factor receptor superfamily, member 17",Core,,
TNFRSF18,TNFRSF18,TNF receptor superfamily member 18,"tumor necrosis factor receptor superfamily, member 18; AITR,GITR,CD357",Core,,
TNFRSF19,TNFRSF19,TNF receptor superfamily member 19,"toxicity and JNK inducer; TAJ-alpha,TROY,TAJ,TRADE; tumor necrosis factor receptor superfamily, member 19",Core,,
TNFRSF1A,TNFRSF1A,TNF receptor superfamily member 1A,"tumor necrosis factor receptor superfamily, member 1A; TNF-R,TNFAR,TNFR60,TNF-R-I,CD120a,TNF-R55",Core,,
TNFRSF1B,TNFRSF1B,TNF receptor superfamily member 1B,"TNFBR,TNFR80,TNF-R75,TNF-R-II,p75,CD120b; tumor necrosis factor receptor superfamily, member 1B",Core,,
TNFRSF21,TNFRSF21,TNF receptor superfamily member 21,"DR6,CD358; death receptor 6; tumor necrosis factor receptor superfamily, member 21",Core,,
TNFRSF4,TNFRSF4,TNF receptor superfamily member 4,"ACT35,OX40,CD134; tumor necrosis factor receptor superfamily, member 4",Core,,
TNFRSF9,TNFRSF9,TNF receptor superfamily member 9,"CD137,4-1BB; tumor necrosis factor receptor superfamily, member 9",Core,,
TNFSF10,TNFSF10,TNF superfamily member 10,"TRAIL,Apo-2L,TL2,CD253; tumor necrosis factor (ligand) superfamily, member 10",Core,,
TNFSF12,TNFSF12 | TNFSF12-TNFSF13,TNF superfamily member 12 | TNFSF12-TNFSF13 readthrough,"tumor necrosis factor (ligand) superfamily, member 12; TWEAK,DR3LG,APO3L | TWE-PRIL",Core,,
TNFSF13B,TNFSF13B,TNF superfamily member 13b,"B-cell-activating factor,TNF and ApoL-related leukocyte expressed ligand 1,TNF homolog that activates apoptosis,B-lymphocyte stimulator; BAFF,THANK,BLYS,TALL-1,TALL1,CD257; tumor necrosis factor (ligand) superfamily, member 13b",Core,,
TNFSF14,TNFSF14,TNF superfamily member 14,"tumor necrosis factor (ligand) superfamily, member 14; LIGHT,LTg,HVEM-L,CD258",Core,,
TNFSF15,TNFSF15,TNF superfamily member 15,"tumor necrosis factor (ligand) superfamily, member 15; TL1,VEGI,TL1A,VEGI192A,MGC129934,MGC129935; vascular endothelial cell growth inhibitor,TNF superfamily ligand TL1A,TNF ligand-related molecule 1,vascular endothelial growth inhibitor-192A",Core,,
TNFSF4,TNFSF4,TNF superfamily member 4,"OX-40L,gp34,CD252; tax-transcriptionally activated glycoprotein 1, 34kD,tumor necrosis factor (ligand) superfamily, member 4",Core,,
TNFSF8,TNFSF8,TNF superfamily member 8,"CD153; tumor necrosis factor (ligand) superfamily, member 8",Core,,
TNFSF9,TNFSF9,TNF superfamily member 9,"tumor necrosis factor (ligand) superfamily, member 9; 4-1BB-L,4-1BBL,CD137L; receptor 4-1BB ligand,homolog of mouse 4-1BB-L,CD137 ligand",Core,,
TNNC1,TNNC1,"troponin C1, slow skeletal and cardiac type",troponin C type 1 (slow),Core,,
TNNT2,TNNT2,"troponin T2, cardiac type","cardiomyopathy, hypertrophic 2,cardiomyopathy, dilated 1D (autosomal dominant),troponin T type 2 (cardiac); CMPD2",Core,,
TNXA/B,TNXA | TNXB,tenascin XA (pseudogene) | tenascin XB,"XA,D6S103E,HXBL; tenascin XA | TNXBS,XBS,XB,HXBL,TN-X,TNX; Hexabrachion-like protein,tenascin-X",Core,,
TOP2A,TOP2A,DNA topoisomerase II alpha,"TOP2alpha,TOPIIA; topoisomerase (DNA) II alpha 170kDa",Core,,
TOX,TOX,thymocyte selection associated high mobility group box,"KIAA0808,TOX1",Core,,
TP53,TP53,tumor protein p53,"Li-Fraumeni syndrome; p53,LFS1",Core,,
TPI1,TPI1 | TPI1P2,triosephosphate isomerase 1 | triosephosphate isomerase 1 pseudogene 2, | ,Add-On,,
TPM1,TPM1,tropomyosin 1,"chromosome 15 open reading frame 13,cardiomyopathy, hypertrophic 3,tropomyosin 1 (alpha)",Core,,
TPM2,TPM2,tropomyosin 2,"arthrogryposis multiplex congenital, distal, type 1,tropomyosin 2 (beta); DA1,NEM4; nemaline myopathy type 4",Core,,
TPSAB1/B2,TPSAB1 | TPSB2,tryptase alpha/beta 1 | tryptase beta 2,"tryptase alpha II,tryptase beta I,tryptase-I,tryptase-II,tryptase-III,mast cell tryptase; tryptase beta 1 | tryptase beta 2 (gene/pseudogene); tryptase beta II,tryptase beta III",Core,,
TPT1,TPT1,"tumor protein, translationally-controlled 1","TCTP,fortilin",Core,,
TSC22D1,TSC22D1,TSC22 domain family member 1,"transforming growth factor beta 1 induced transcript 4,TSC22 domain family, member 1; TSC22,MGC17597",Core,,
TSHZ2,TSHZ2,teashirt zinc finger homeobox 2,"chromosome 20 open reading frame 17,zinc finger protein 218,teashirt family zinc finger 2; ZABC2,OVC10-2,TSH2",Core,,
TTN,TTN,titin,"CMPD4,FLJ32040,TMD,CMH9,LGMD2J,MYLK5; cardiomyopathy, dilated 1G (autosomal dominant)",Core,,
TTR,TTR,transthyretin,"prealbumin, amyloidosis type I,carpal tunnel syndrome 1; HsT2651,CTS",Core,,
TUBB,TUBB,tubulin beta class I,"class I beta-tubulin,beta1-tubulin; tubulin, beta polypeptide,tubulin, beta,tubulin, beta class I; OK/SW-cl.56,MGC16435,M40,Tubb5",Core,,
TUBB4B,TUBB4B,tubulin beta 4B class IVb,"class IVb beta-tubulin; tubulin, beta 2C; Beta2",Core,,
TWIST1,TWIST1,twist family bHLH transcription factor 1,"Saethre-Chotzen syndrome; SCS,H-twist,BPES2,bHLHa38,CRS1; blepharophimosis, epicanthus inversus and ptosis 3,acrocephalosyndactyly 3,twist homolog 1 (Drosophila),twist basic helix-loop-helix transcription factor 1,craniosynostosis",Core,,
TWIST2,TWIST2,twist family bHLH transcription factor 2,"DERMO1,Dermo-1,bHLHa39; twist homolog 2 (Drosophila),twist basic helix-loop-helix transcription factor 2",Core,,
TXK,TXK,TXK tyrosine kinase,"PTK4 protein tyrosine kinase 4; TKL,PSCTK5,BTKL,RLK",Core,,
TYK2,TYK2,tyrosine kinase 2,JTK1,Core,,
TYMS,TYMS,thymidylate synthetase,"Tsase,TMS,HsT422",Core,,
TYROBP,TYROBP,transmembrane immune signaling adaptor TYROBP,"polycystic lipomembranous osteodysplasia with sclerosing leukoencephalopathy,TYRO protein tyrosine kinase binding protein; killer activating receptor associated protein,DNAX-activation protein 12,DNAX adaptor protein 12; DAP12,PLO-SL,KARAP",Core,,
UBA52,UBA52,ubiquitin A-52 residue ribosomal protein fusion product 1,"ribosomal protein L40,ubiquitin-52 amino acid fusion protein,ubiquitin carboxyl extension protein 52,60S ribosomal protein L40,ubiquitin-CEP52; RPL40,CEP52,HUBCEP52,MGC57125,MGC126879,MGC126881,L40",Core,,
UBE2C,UBE2C,ubiquitin conjugating enzyme E2 C,UBCH10; ubiquitin-conjugating enzyme E2C,Core,,
UPK3A,UPK3A,uroplakin 3A,uroplakin 3,Core,,
VCAM1,VCAM1,vascular cell adhesion molecule 1,CD106,Core,,
VCAN,VCAN,versican,chondroitin sulfate proteoglycan 2; PG-M; versican proteoglycan,Core,,
VEGFA,VEGFA,vascular endothelial growth factor A,"vascular endothelial growth factor; VEGF-A,VPF",Core,,
VEGFB,VEGFB,vascular endothelial growth factor B,VEGFL,Core,,
VEGFC,VEGFC,vascular endothelial growth factor C,"VRP,VEGF-C; vascular endothelial growth factor-related protein",Core,,
VEGFD,PIR-FIGF | VEGFD, | vascular endothelial growth factor D, | c-fos induced growth factor (vascular endothelial growth factor D); VEGF-D,Core,,
VHL,VHL,von Hippel-Lindau tumor suppressor,"von Hippel-Lindau syndrome,von Hippel-Lindau tumor suppressor, E3 ubiquitin protein ligase; VHL1",Core,,
VIM,VIM,vimentin,,Core,,
VPREB3,VPREB3,V-set pre-B cell surrogate light chain 3,pre-B lymphocyte 3; 8HS20,Core,,
VSIR,VSIR,V-set immunoregulatory receptor,"SISP1,GI24,B7-H5,B7H5,VISTA,PD-1H,Dies1; stress induced secreted protein 1,V-domain Ig suppressor of T cell activation,PDCD1 homolog; chromosome 10 open reading frame 54",Core,,
VTN,VTN,vitronectin,"vitronectin (serum spreading factor, somatomedin B, complement S-protein); serum spreading factor,somatomedin B,complement S-protein; VN",Core,,
VWA1,VWA1,von Willebrand factor A domain containing 1,"FLJ22215,VWA-1,WARP",Core,,
VWF,VWF,von Willebrand factor,Factor VIII related antigen,Core,,
WIF1,WIF1,WNT inhibitory factor 1,,Core,,
WNT10B,WNT10B,Wnt family member 10B,"wingless-type MMTV integration site family, member 10B; WNT-12,SHFM6",Core,,
WNT11,WNT11,Wnt family member 11,"wingless-type MMTV integration site family, member 11",Core,,
WNT3,WNT3,Wnt family member 3,"WNT-3 proto-oncogene protein; wingless-type MMTV integration site family, member 3; MGC131950,MGC138321,MGC138323",Core,,
WNT5A,WNT5A,Wnt family member 5A,"hWNT5A; WNT-5A protein; wingless-type MMTV integration site family, member 5A",Core,,
WNT5B,WNT5B,Wnt family member 5B,"wingless-type MMTV integration site family, member 5B",Core,,
WNT7A,WNT7A,Wnt family member 7A,"Wnt-7a; proto-oncogene Wnt7a protein; wingless-type MMTV integration site family, member 7A",Core,,
